30961527	2160,3840 15.300000 
18902529	720,1280 7.786667 
12613440	2160,3840 44.053333 
12183567	1080,1920 11.200000 
34727597	2160,3840 31.933333 
34528601	2160,3840 57.466667 
38883795	1080,1920 8.160000 
38278145	2160,3840 22.483333 
